Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,5808,0,440,465.833635864329,3.375800000867457,1395.0662999995984,273.482782369146,48.94321661763378,0.0,440,540,610,660,800,920,1100,1100,1400,1400,1400
INFER,inference_time_ms,4863,0,9,11.890120889777894,5.682256000000052,286.71911999981603,0.0,40.97983168242993,0.0,9,10,12,14,23,29,36,42,210,290,290
WALL,predict_wall_time_ms,4863,0,460,493.31112938517856,23.136300000260235,1395.085400001335,0.0,40.97983168242993,0.0,460,550,620,670,800,920,1100,1100,1400,1400,1400
,Aggregated,15534,0,320,332.3262158611516,3.375800000867457,1395.085400001335,102.2523496845629,130.90287998249366,0.0,320,450,530,580,730,850,1000,1100,1300,1400,1400
