Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,5594,0,460,489.13772608148645,3.2927000011113705,1694.7775000007823,275.0591705398641,47.125780524481726,0.0,460,570,640,690,830,930,1100,1200,1500,1700,1700
INFER,inference_time_ms,4688,0,58,65.99552019944318,3.563122000059593,424.18432900012704,0.0,39.49332482995537,0.0,58,66,72,75,93,110,160,220,240,420,420
WALL,predict_wall_time_ms,4688,0,480,523.022222461613,13.461100001222803,1694.7980999993888,0.0,39.49332482995537,0.0,480,580,660,700,840,940,1100,1200,1500,1700,1700
,Aggregated,14970,0,350,367.2379169869684,3.2927000011113705,1694.7980999993888,102.78430193720774,126.11243018439247,0.0,350,480,560,610,760,890,1000,1100,1400,1700,1700
