Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784382618,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784382619,8,,Aggregated,0.000000,0.000000,450,450,450,450,450,450,450,450,450,450,450,3,0,448.24270000026445,434.0607256669197,405.72157699989475,448.24270000026445,111.33333333333333
1784382620,8,,Aggregated,0.000000,0.000000,190,210,320,450,990,990,1000,1000,1000,1000,1000,83,0,190,283.20896580719625,3.473725999810995,1002.2943000003579,103.36144578313252
1784382621,8,,Aggregated,3.000000,0.000000,130,200,210,240,530,990,1000,1000,1000,1000,1000,157,0,130,208.68566585983478,3.2365179999942484,1002.2943000003579,101.44585987261146
1784382622,8,,Aggregated,28.500000,0.000000,120,190,210,220,400,990,990,1000,1000,1000,1000,213,0,120,183.06159220651455,3.2365179999942484,1002.2943000003579,101.40845070422536
1784382623,8,,Aggregated,37.000000,0.000000,110,170,200,210,320,990,990,1000,1000,1000,1000,278,0,110,165.77903399993156,3.2365179999942484,1002.2943000003579,102.31654676258992
1784382624,8,,Aggregated,44.500000,0.000000,100,150,200,210,290,450,990,1000,1000,1000,1000,352,0,99,151.47215425846522,3.2365179999942484,1002.2943000003579,103.79829545454545
1784382625,8,,Aggregated,51.400000,0.000000,100,150,190,210,290,400,990,990,1000,1000,1000,422,0,99,147.51587913499893,3.2365179999942484,1002.2943000003579,104.00473933649289
1784382626,8,,Aggregated,53.666667,0.000000,100,160,200,210,280,400,990,990,1000,1000,1000,484,0,100,145.22533585324595,3.2365179999942484,1002.2943000003579,104.33471074380165
1784382627,8,,Aggregated,54.285714,0.000000,88,160,200,210,280,340,990,990,1000,1000,1000,559,0,88,140.28149383537033,3.2365179999942484,1002.2943000003579,103.92665474060823
1784382628,8,,Aggregated,56.500000,0.000000,92,160,190,210,270,340,990,990,1000,1000,1000,623,0,92,139.0172155296452,3.2365179999942484,1002.2943000003579,103.48956661316213
1784382629,8,,Aggregated,58.555556,0.000000,88,160,190,210,270,320,990,990,1000,1000,1000,687,0,88,134.3321680727352,2.9333000002225162,1002.2943000003579,103.60698689956332
1784382630,8,,Aggregated,58.600000,0.000000,86,150,190,200,260,300,530,990,1000,1000,1000,762,0,85,130.76925192385286,2.9333000002225162,1002.2943000003579,103.61417322834646
1784382631,8,,Aggregated,65.500000,0.000000,88,160,190,210,260,290,450,990,1000,1000,1000,828,0,88,131.14248740334918,2.9333000002225162,1002.2943000003579,103.78985507246377
1784382632,8,,Aggregated,67.500000,0.000000,88,160,190,210,260,290,450,990,1000,1000,1000,882,0,88,130.2496144251473,2.9333000002225162,1002.2943000003579,103.61111111111111
1784382633,8,,Aggregated,67.700000,0.000000,92,160,190,210,260,290,420,990,1000,1000,1000,938,0,92,130.33418811085338,2.9333000002225162,1002.2943000003579,103.59914712153518
1784382634,8,,Aggregated,67.800000,0.000000,91,160,190,210,260,290,420,990,1000,1000,1000,997,0,91,127.76555047841637,2.9333000002225162,1002.2943000003579,103.36810431293881
1784382635,8,,Aggregated,64.600000,0.000000,91,160,180,200,250,290,400,990,1000,1000,1000,1067,0,91,126.56785781629353,2.9333000002225162,1002.2943000003579,103.53420805998125
1784382636,8,,Aggregated,65.000000,0.000000,91,160,180,200,250,290,400,990,1000,1000,1000,1130,0,91,125.12718555396926,2.9333000002225162,1002.2943000003579,103.47345132743362
1784382637,8,,Aggregated,64.900000,0.000000,92,160,180,200,250,290,400,990,1000,1000,1000,1192,0,92,124.91518445384413,2.9333000002225162,1002.2943000003579,103.72818791946308
1784382638,8,,Aggregated,64.600000,0.000000,88,150,180,200,240,290,390,990,1000,1000,1000,1279,0,88,121.20136056213966,2.9333000002225162,1002.2943000003579,103.83033620015637
1784382639,8,,Aggregated,62.000000,0.000000,89,150,180,200,240,290,390,990,1000,1000,1000,1315,0,89,121.60568427146242,2.9333000002225162,1002.2943000003579,103.92319391634982
1784382640,8,,Aggregated,63.900000,0.000000,91,150,180,200,240,290,390,990,1000,1000,1000,1386,0,91,121.85616277991943,2.9333000002225162,1002.2943000003579,103.86435786435787
1784382641,8,,Aggregated,63.400000,0.000000,92,150,180,200,250,290,390,530,1000,1000,1000,1431,0,92,123.24400523268599,2.9333000002225162,1002.2943000003579,104.06079664570231
1784382642,8,,Aggregated,61.700000,0.000000,92,150,180,200,250,290,390,550,1000,1000,1000,1502,0,92,124.23816062847467,2.9333000002225162,1002.2943000003579,104.02063914780292
1784382643,8,,Aggregated,61.900000,0.000000,92,150,180,200,250,290,390,550,1000,1000,1000,1565,0,92,123.64709411691476,2.9333000002225162,1002.2943000003579,104.28690095846645
1784382644,8,,Aggregated,60.200000,0.000000,94,150,180,200,250,290,400,530,1000,1000,1000,1603,0,94,124.94071467808456,2.9333000002225162,1002.2943000003579,104.32501559575796
