Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784387521,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784387522,10,,Aggregated,0.000000,0.000000,240,330,360,380,610,660,680,680,680,680,680,42,0,240,263.75943035725953,20.08019500044611,680.1726000012422,104.76190476190476
1784387523,20,,Aggregated,0.000000,0.000000,330,520,680,730,790,800,820,840,840,840,840,101,0,330,388.3170750495362,4.700199999206234,837.6638000008825,102.33663366336634
1784387524,40,,Aggregated,16.000000,0.000000,440,660,720,730,790,850,1200,1200,1200,1200,1200,182,0,430,451.0778753571267,4.700199999206234,1166.7076000012457,101.24175824175825
1784387525,50,,Aggregated,25.000000,0.000000,460,700,720,750,800,860,930,1200,1200,1200,1200,262,0,460,471.4973816754812,4.700199999206234,1166.7076000012457,101.6526717557252
1784387526,60,,Aggregated,41.333333,0.000000,520,720,780,800,1000,1300,1500,1600,1600,1600,1600,313,0,520,547.4904310829709,4.700199999206234,1602.3881999972218,101.53354632587859
1784387527,70,,Aggregated,54.750000,0.000000,620,780,860,1100,1400,1600,2400,2400,2500,2500,2500,393,0,620,685.3857497124353,4.700199999206234,2508.6917000007816,101.87277353689568
1784387528,80,,Aggregated,52.800000,0.000000,690,830,1200,1400,1700,1900,2400,2400,2800,2800,2800,471,0,690,793.464549157103,4.700199999206234,2826.660599999741,101.96178343949045
1784387529,90,,Aggregated,52.666667,0.000000,790,1100,1500,1800,2200,2400,2800,2800,2800,2800,2800,591,0,790,985.6636149592825,4.700199999206234,2848.721399997885,101.22673434856176
1784387530,100,,Aggregated,59.714286,0.000000,790,1100,1500,1800,2200,2400,2800,2800,2800,2800,2800,596,0,780,980.0181052700293,4.700199999206234,2848.721399997885,101.21812080536913
1784387531,110,,Aggregated,59.250000,0.000000,800,1400,1800,2200,2600,2800,2900,3000,3600,3600,3600,717,0,800,1156.8428253904606,4.700199999206234,3554.3222000014794,101.06834030683403
1784387532,120,,Aggregated,66.111111,0.000000,800,1400,1800,2200,2600,2800,2900,3000,3600,3600,3600,720,0,800,1156.5621309791109,4.700199999206234,3554.3222000014794,101.06805555555556
