Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,2677,0,560,525.7637254015735,3.497199999401346,1423.4411000015825,271.9641389615241,22.54635085538349,0.0,560,640,690,720,810,890,990,1000,1300,1400,1400
INFER,inference_time_ms,2215,0,260,263.6420832623179,44.68814299980295,434.4968619998326,0.0,18.655273494461873,0.0,260,290,300,310,330,350,380,390,430,430,430
WALL,predict_wall_time_ms,2215,0,610,615.4808129571102,122.35259999943082,1423.4798000015871,0.0,18.655273494461873,0.0,610,670,720,750,830,910,1000,1100,1300,1400,1400
,Aggregated,7107,0,470,472.0313364325374,3.497199999401346,1423.4798000015871,102.44097368791333,59.85689784430724,0.0,470,590,650,680,780,860,950,1000,1200,1400,1400
