Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,2396,0,3500,2890.7530609766363,3.19130000025325,4142.28170000024,271.9403171953255,20.207400145615985,0.0,3500,3600,3700,3700,3800,3900,4000,4000,4100,4100,4100
INFER,inference_time_ms,1992,0,1400,1385.5951900782516,45.121682999706536,1585.5845059995772,0.0,16.80014235812481,0.0,1400,1400,1500,1500,1500,1500,1600,1600,1600,1600,1600
WALL,predict_wall_time_ms,1992,0,3500,3424.13910341367,164.68429999986256,4142.312199999651,0.0,16.80014235812481,0.0,3500,3600,3700,3700,3800,3900,4000,4000,4100,4100,4100
,Aggregated,6380,0,3300,2587.340916416296,3.19130000025325,4142.312199999651,102.12680250783698,53.8076848618656,0.0,3300,3500,3600,3700,3800,3900,4000,4000,4100,4100,4100
